gene_id	gene_name	ada_car_d43	ada_car_d48	car_d43	car_d48
ENSG00000004961	HCCS	12.62315	12.175832	24.875675	19.063127
ENSG00000004975	DVL2	33.553545	24.282648	23.799052	27.633683
ENSG00000005001	PRSS22	0	0.645592	0	0
ENSG00000005007	UPF1	32.459485	29.910771	48.402134	35.796535
ENSG00000005020	SKAP2	9.179614	3.510839	11.636442	9.835914
ENSG00000005022	SLC25A5	230.612958	244.324215	433.56768	361.423674
ENSG00000005059	MCUB	155.52685	134.4194	96.378872	77.151225
ENSG00000005073	HOXA11	0	0.188477	0	0.174322
ENSG00000005075	POLR2J	41.197942	42.726554	58.611102	51.765676
ENSG00000005100	DHX33	9.646135	8.652257	21.192231	12.604109
ENSG00000005102	MEOX1	0.290575	0.543567	0.233436	0.074555
ENSG00000005108	THSD7A	0	0	0	0.042009
ENSG00000005156	LIG3	29.31837	19.533341	36.544788	21.381957
ENSG00000005175	RPAP3	25.958039	31.435558	62.353169	39.323114
ENSG00000005187	ACSM3	2.963074	2.992086	3.907177	6.963068
ENSG00000005189	REXO5	10.16826	8.559278	11.906862	19.817711
ENSG00000005194	CIAPIN1	30.256939	29.328255	53.523359	34.71271
ENSG00000005206	SPPL2B	109.469367	89.943457	57.074234	81.661043
ENSG00000005238	ATOSB	8.875702	15.374612	9.416117	15.573059
ENSG00000005243	COPZ2	4.805502	3.565185	8.511807	7.143638
ENSG00000005249	PRKAR2B	0.473632	0.705215	0.400695	0.315305
ENSG00000005302	MSL3	46.08718	64.502417	36.761631	21.34841
ENSG00000005339	CREBBP	25.873931	32.175964	16.656173	19.320699
ENSG00000005379	TSPOAP1	31.983269	43.272219	19.741958	27.810047
ENSG00000005381	MPO	0.092727	0	0.027088	0
ENSG00000005421	PON1	0	0	0.063664	0
ENSG00000005436	GCFC2	13.511532	16.867436	15.559329	13.461717
ENSG00000005448	WDR54	79.757621	73.574222	66.055176	126.889023
ENSG00000005469	CROT	9.561361	5.842212	8.215157	5.987112
ENSG00000005471	ABCB4	0	0	0	0
ENSG00000005483	KMT2E	59.939118	51.372513	40.622233	45.496669
ENSG00000005486	RHBDD2	37.912926	41.364048	33.78166	59.611198
ENSG00000005513	SOX8	0.283767	0.090181	0.091304	0.021385
ENSG00000005700	IBTK	25.324297	22.464577	26.390808	21.953621
ENSG00000005801	ZNF195	20.156442	17.89098	17.430942	15.004524
ENSG00000005810	MYCBP2	44.613234	35.639588	38.683859	40.191084
ENSG00000005812	FBXL3	14.346192	16.655654	20.842965	15.23232
ENSG00000005844	ITGAL	467.488352	468.931621	234.972123	386.934129
ENSG00000005882	PDK2	16.076142	17.017969	13.376758	7.581734
ENSG00000005884	ITGA3	1.76104	3.142686	3.393587	1.710535
ENSG00000005889	ZFX	9.417317	12.230704	13.904394	8.124081
ENSG00000005893	LAMP2	35.071627	32.06027	36.348379	41.099942
ENSG00000005961	ITGA2B	0.195033	0.515713	0.4828	1.168039
ENSG00000005981	ASB4	0	0	0	0.08523
ENSG00000006007	GDE1	23.689813	29.008253	42.957893	28.938356
ENSG00000006015	REX1BD	94.703174	99.763984	145.130512	108.364089
ENSG00000006016	CRLF1	4.04506	5.490888	5.238064	3.723638
ENSG00000006025	OSBPL7	16.030824	17.284259	8.504876	17.898949
ENSG00000006042	TMEM98	0	0.595139	2.549658	0.933708
ENSG00000006047	YBX2	0.276226	0.315995	0.312987	2.35162
ENSG00000006059	KRT33A	0	0	0	0
ENSG00000006062	MAP3K14	19.068407	16.643326	18.285664	21.136106
ENSG00000006071	ABCC8	0	0	0	0
ENSG00000006116	CACNG3	0	0	0	0
ENSG00000006118	TMEM132A	0.081775	0.604076	1.33935	1.644123
ENSG00000006125	AP2B1	64.459131	63.081638	116.619977	96.986106
ENSG00000006128	TAC1	0	0	0.354764	0.166181
ENSG00000006194	ZNF263	19.913342	17.368294	15.035121	14.044576
ENSG00000006210	CX3CL1	0	0.033481	0	0.039697
ENSG00000006282	SPATA20	37.163825	35.60007	28.826996	20.264326
ENSG00000006283	CACNA1G	0.009469	0.032005	0.04189	0.018973
ENSG00000006327	TNFRSF12A	3.667789	3.62821	2.700801	6.241873
ENSG00000006377	DLX6	0	0	0	0
ENSG00000006432	MAP3K9	1.824799	1.958644	1.757461	2.548315
ENSG00000006451	RALA	45.116573	37.097562	45.440667	48.191706
ENSG00000006453	BAIAP2L1	0.845027	0.837427	0.676703	1.255022
ENSG00000006459	KDM7A	18.490964	16.550812	4.158423	9.531333
ENSG00000006468	ETV1	0.042086	0.034231	0.169213	0.196595
ENSG00000006530	AGK	39.421989	27.848835	69.017973	65.249324
ENSG00000006534	ALDH3B1	0.2272	0.223289	0.085261	0.053462
ENSG00000006555	TTC22	2.244915	2.156745	0.77969	0.482518
ENSG00000006576	PHTF2	25.534832	33.759299	37.5342	41.247303
ENSG00000006606	CCL26	0	0	0	0
ENSG00000006607	FARP2	3.568	5.95687	11.134193	6.637374
ENSG00000006611	USH1C	0	0	0	0
ENSG00000006625	GGCT	37.48167	38.895299	81.569693	69.783601
ENSG00000006634	DBF4	32.632894	36.220396	77.087208	61.495148
ENSG00000006638	TBXA2R	0.957693	0.913356	0.206755	0.17629
ENSG00000006652	IFRD1	30.140432	41.501032	50.13162	46.986596
ENSG00000006659	LGALS14	0.504552	0.291442	0	0
ENSG00000006695	COX10	15.459698	15.921144	32.07155	21.074316
ENSG00000006704	GTF2IRD1	0.676824	0.223683	1.254889	1.049638
ENSG00000006712	PAF1	47.289695	41.235541	43.953515	57.096106
ENSG00000006715	VPS41	25.190474	19.063178	37.626628	27.93938
ENSG00000006740	ARHGAP44	0.022927	0.037373	0.051947	0.046422
ENSG00000006744	ELAC2	58.758969	56.999159	102.352784	59.342518
ENSG00000006747	SCIN	0.102681	0	0.957437	0.025977
ENSG00000006756	ARSD	3.697872	2.3709	7.712619	4.972013
ENSG00000006757	PNPLA4	8.242372	11.858626	15.530456	7.679074
ENSG00000006788	MYH13	0	0	0	0
ENSG00000006831	ADIPOR2	31.922876	32.318554	38.478474	37.728992
ENSG00000006837	CDKL3	0.70324	1.947658	0.432909	0.820379
ENSG00000007001	UPP2	0.020147	0	0	0
ENSG00000007038	PRSS21	1.534062	2.001199	14.232816	2.841722
ENSG00000007047	MARK4	24.253835	18.039607	18.565766	18.573315
ENSG00000007062	PROM1	0.049132	0	0	0
ENSG00000007080	CCDC124	73.000075	76.027746	145.811358	110.29296
ENSG00000007129	CEACAM21	72.478142	91.478911	32.597263	36.524202
ENSG00000007168	PAFAH1B1	65.774303	65.372177	93.896737	93.067881
ENSG00000007171	NOS2	0.033928	0.077157	0	0.045741
ENSG00000007174	DNAH9	0	0	0	0
ENSG00000007202	BLTP2	46.302615	43.154949	62.095897	48.818386
ENSG00000007216	SLC13A2	0	0	0	0
ENSG00000007237	GAS7	1.10429	0.221759	2.005411	2.769918
ENSG00000007255	TRAPPC6A	123.091299	146.446593	38.074417	59.745221
ENSG00000007264	MATK	45.246357	33.335086	7.799368	9.868556
ENSG00000007306	CEACAM7	0	0	0	0.05381
ENSG00000007312	CD79B	56.717233	65.021945	28.005059	36.256338
ENSG00000007314	SCN4A	0.011654	0.020175	0.034044	0.047842
ENSG00000007341	ST7L	9.232087	11.11408	10.970789	10.52852
ENSG00000007350	TKTL1	0.68328	0.564534	0.485376	0
ENSG00000007372	PAX6	0	0	0	0.029215
ENSG00000007376	RPUSD1	20.174376	19.780204	33.612014	20.755944
ENSG00000007384	RHBDF1	0.37722	0.129707	0.30089	0.683132
ENSG00000007392	LUC7L	47.191246	52.931622	29.57316	27.126458
ENSG00000007402	CACNA2D2	1.416284	2.964355	0.20435	0.497568
ENSG00000007516	BAIAP3	5.82026	9.242039	0.190981	0.389812
ENSG00000007520	TSR3	44.731327	48.371286	73.585301	50.719539
ENSG00000007541	PIGQ	21.67131	16.507047	17.681511	45.396558
ENSG00000007545	CRAMP1	22.810634	9.876883	22.097416	12.659387
ENSG00000007866	TEAD3	0.12554	0.020495	0.112809	0.291605
ENSG00000007908	SELE	0	0	0	0
ENSG00000007923	DNAJC11	17.301502	20.08256	49.617937	32.100337
ENSG00000007933	FMO3	0	0	0	0
ENSG00000007944	MYLIP	20.109883	21.224419	11.442169	12.745524
ENSG00000007952	NOX1	0	0	0	0
ENSG00000007968	E2F2	13.790962	14.688449	18.074622	13.17304
ENSG00000008018	PSMB1	186.832571	176.690131	337.316501	268.174644
ENSG00000008056	SYN1	1.420411	0.642714	0.246465	0.061849
ENSG00000008083	JARID2	16.700996	14.656825	20.401415	20.545758
ENSG00000008086	CDKL5	0.132171	0.300238	0.107752	0.130391
ENSG00000008118	CAMK1G	0	0	0.046637	0
ENSG00000008128	CDK11A	114.230806	100.952145	71.267473	57.716484
ENSG00000008130	NADK	53.353224	57.697612	93.759829	48.658971
ENSG00000008196	TFAP2B	0	0.018884	0	0
ENSG00000008197	TFAP2D	0	0	0	0
ENSG00000008226	DLEC1	1.195839	1.864303	0.15255	4.396482
ENSG00000008256	CYTH3	0.457697	1.124582	0.133707	0.15658
ENSG00000008277	ADAM22	1.391801	1.497742	0.741847	1.046715
ENSG00000008282	SYPL1	26.491347	22.762496	23.645534	30.541871
ENSG00000008283	CYB561	7.600145	14.12883	0.732583	1.173061
ENSG00000008294	SPAG9	22.80415	17.828937	22.21464	30.849373
ENSG00000008300	CELSR3	4.990372	2.495547	6.462355	5.817365
ENSG00000008311	AASS	0.897241	0.38632	1.192979	0.21323
ENSG00000008323	PLEKHG6	0.187488	0.173111	0.313922	0.06869
ENSG00000008324	SS18L2	38.18357	36.408986	41.463825	32.01465
ENSG00000008382	MPND	12.091121	13.148084	15.077789	10.11402
ENSG00000008394	MGST1	0	0	0	0
ENSG00000008405	CRY1	9.983349	13.060093	14.391846	9.040362
ENSG00000008438	PGLYRP1	0.288355	0	0	0.65765
ENSG00000008441	NFIX	0.38423	0.14972	0.93217	0.138777
ENSG00000008513	ST3GAL1	68.332674	58.521144	48.670442	49.332094
ENSG00000008516	MMP25	63.87516	101.782003	34.809083	40.68397
ENSG00000008517	IL32	6663.741671	6520.8685	3473.413768	4940.127541
ENSG00000008710	PKD1	49.367916	47.239818	44.811155	52.800319
ENSG00000008735	MAPK8IP2	0.115284	0.123551	0.086601	0.135221
ENSG00000008838	MED24	54.589412	56.214411	79.930088	63.171061
ENSG00000008853	RHOBTB2	2.159247	2.174542	3.977191	1.254153
ENSG00000008869	HEATR5B	8.950274	10.798667	7.110647	8.03697
ENSG00000008952	SEC62	36.599468	40.569411	45.84643	35.203367
ENSG00000008988	RPS20	3602.215444	3226.670298	2249.3612	2641.01987
ENSG00000009307	CSDE1	228.212285	245.960138	248.492724	221.396452
ENSG00000009335	UBE3C	26.603547	28.404798	45.039002	36.840169
ENSG00000009413	REV3L	4.662421	5.755175	9.924614	5.683861
ENSG00000009694	TENM1	1.309955	1.526958	0.578581	0.63852
ENSG00000009709	PAX7	0	0	0	0
ENSG00000009724	MASP2	6.752752	10.193727	3.595243	4.117057
ENSG00000009765	IYD	0	0	0	0
ENSG00000009780	FAM76A	9.174908	6.270191	6.518129	5.289511
ENSG00000009790	TRAF3IP3	392.534877	465.777832	313.475709	309.888335
ENSG00000009830	POMT2	5.241439	8.963381	4.408516	19.189772
ENSG00000009844	VTA1	22.373254	23.633294	43.424335	32.67234
ENSG00000009950	MLXIPL	0	0	0.116911	0.273822
ENSG00000009954	BAZ1B	37.99454	33.177554	65.091984	47.952413
ENSG00000010017	RANBP9	42.060644	43.294851	45.258447	45.400805
ENSG00000010030	ETV7	1.707453	2.428131	10.456834	2.050522
ENSG00000010072	SPRTN	4.44748	4.342014	7.72354	7.616907
ENSG00000010165	METTL13	26.583307	31.279911	42.517656	46.203466
ENSG00000010219	DYRK4	37.936971	31.92552	32.34411	29.174725
ENSG00000010244	ZNF207	125.388723	128.613398	175.02335	136.937192
ENSG00000010256	UQCRC1	103.380071	90.067441	207.96018	184.587545
ENSG00000010270	STARD3NL	19.281832	17.993389	47.306989	37.25092
ENSG00000010278	CD9	16.424209	20.416201	56.471977	37.480705
ENSG00000010282	HHATL	0	0	0	0
ENSG00000010292	NCAPD2	99.032772	92.206712	115.547176	140.300789
ENSG00000010295	IFFO1	25.048835	24.943929	15.591859	15.924166
ENSG00000010310	GIPR	31.461211	40.012833	3.956595	16.523315
ENSG00000010318	PHF7	20.329431	17.789771	7.993962	21.742905
ENSG00000010319	SEMA3G	0	0.021424	0.075919	0
ENSG00000010322	NISCH	57.033131	65.227402	38.905155	47.353649
ENSG00000010327	STAB1	0.140984	0.044525	0.022298	0
ENSG00000010361	FUZ	18.832312	17.142892	13.286794	12.578343
ENSG00000010379	SLC6A13	0	0	0	0
ENSG00000010404	IDS	67.359108	65.050197	60.565825	68.194826
ENSG00000010438	PRSS3	0	0.189229	0	0
ENSG00000010539	ZNF200	4.436711	3.464772	6.150065	3.408157
ENSG00000010610	CD4	111.726635	146.839556	88.137378	95.565936
ENSG00000010626	LRRC23	8.346507	5.92749	3.63405	4.320371
ENSG00000010671	BTK	0.794624	0	0.059565	0
ENSG00000010704	HFE	0.962792	1.6401	1.940166	1.365735
ENSG00000010803	SCMH1	7.714751	7.375005	9.726201	9.626558
ENSG00000010810	FYN	237.281407	217.959073	175.850909	203.468501
ENSG00000010818	HIVEP2	12.354742	10.905813	5.131521	7.929121
ENSG00000010932	FMO1	0	0	0	0
ENSG00000011007	ELOA	14.385071	13.157533	21.301927	14.766259
ENSG00000011009	LYPLA2	55.9254	63.020156	87.704715	73.907951
ENSG00000011021	CLCN6	5.087733	6.034109	5.402125	5.980831
ENSG00000011028	MRC2	2.501415	2.296503	3.030259	5.697745
ENSG00000011052	NME1-NME2	9.568775	7.5808	19.370077	12.962979
ENSG00000011083	SLC6A7	0	0	0	0
ENSG00000011105	TSPAN9	0.072464	0.02519	0	0.059733
ENSG00000011114	BTBD7	4.427815	4.837452	3.650745	3.489103
ENSG00000011132	APBA3	62.186935	59.429052	30.797686	41.607027
ENSG00000011143	MKS1	9.267181	9.140467	11.440377	10.03151
ENSG00000011198	ABHD5	5.59324	5.040288	11.818691	10.624605
ENSG00000011201	ANOS1	0	0.092885	0	0
ENSG00000011243	AKAP8L	56.992389	58.848209	45.816521	59.382628
ENSG00000011258	MBTD1	10.438907	11.377349	4.261809	8.538981
ENSG00000011260	UTP18	32.483751	38.410491	56.038281	39.284211
ENSG00000011275	RNF216	29.0851	28.917023	17.055229	19.166877
ENSG00000011295	TTC19	35.036834	33.267624	33.202047	24.496622
ENSG00000011304	PTBP1	149.445282	124.006448	299.838999	241.481338
ENSG00000011332	DPF1	0.354451	0.321727	1.10996	0.386309
ENSG00000011347	SYT7	0	0	0	0
ENSG00000011376	LARS2	7.059436	5.349392	22.271806	9.420519
ENSG00000011405	PIK3C2A	5.436829	5.000845	4.153175	13.585134
ENSG00000011422	PLAUR	9.469939	6.802571	16.283852	15.541337
ENSG00000011426	ANLN	11.088959	9.560592	25.76148	20.146736
ENSG00000011451	WIZ	13.302404	14.276539	16.168137	11.762548
ENSG00000011454	RABGAP1	10.536283	9.304582	10.628632	8.427485
ENSG00000011465	DCN	0.032926	0	0	0.071715
ENSG00000011478	QPCTL	9.214347	6.886471	10.823558	11.740732
ENSG00000011485	PPP5C	64.109133	61.431775	108.114487	75.784691
ENSG00000011523	CEP68	11.60159	13.181907	3.332197	7.239615
ENSG00000011566	MAP4K3	4.799725	4.708117	3.440056	3.499303
ENSG00000011590	ZBTB32	30.259539	20.346093	123.187248	118.245566
ENSG00000011600	TYROBP	0.485539	0.373589	0	0.741425
ENSG00000011638	LDAF1	15.502432	13.220516	9.575017	14.799558
ENSG00000011677	GABRA3	0	0	0	0
ENSG00000012048	BRCA1	17.902204	12.398798	26.632518	30.719044
ENSG00000012061	ERCC1	45.763874	46.681369	52.388007	37.431185
ENSG00000012124	CD22	1.69889	0.054721	0.421941	1.313379
ENSG00000012171	SEMA3B	1.463923	1.252091	0.404305	2.158663
ENSG00000012174	MBTPS2	5.547736	3.419441	6.3533	6.831846
ENSG00000012211	PRICKLE3	9.981895	13.891886	13.397223	14.482234
ENSG00000012223	LTF	0.023416	0	0.21169	0
ENSG00000012232	EXTL3	7.106932	7.602959	9.620586	7.847948
ENSG00000012504	NR1H4	0	0	0	0
ENSG00000012660	ELOVL5	94.554667	109.975759	101.420193	117.61978
ENSG00000012779	ALOX5	3.785339	3.040857	0.294724	1.18661
ENSG00000012817	KDM5D	36.362137	0.011415	0	20.558947
ENSG00000012822	CALCOCO1	74.080277	91.147788	14.686136	30.742072
ENSG00000012963	UBR7	27.214729	24.002302	44.86355	39.633445
ENSG00000012983	MAP4K5	20.91111	19.147448	11.815015	11.750165
ENSG00000013016	EHD3	0.586962	0.633019	1.180607	0.724206
ENSG00000013275	PSMC4	82.340781	69.524157	171.042167	112.367207
ENSG00000013288	MAN2B2	24.671835	23.946963	13.368396	14.325262
ENSG00000013293	SLC7A14	0	0	0	0
ENSG00000013297	CLDN11	0	0	0	0.075113
ENSG00000013306	SLC25A39	93.3639	75.784476	133.008403	94.706241
ENSG00000013364	MVP	138.422274	128.215904	156.74543	109.991624
ENSG00000013374	NUB1	69.330856	69.69683	92.580644	55.185115
ENSG00000013375	PGM3	7.1956	10.144423	6.532235	7.849096
ENSG00000013392	RWDD2A	1.163416	2.035788	0.526248	1.129836
ENSG00000013441	CLK1	127.054183	168.744074	73.750819	94.323536
ENSG00000013503	POLR3B	2.566338	2.474761	4.028411	2.113711
ENSG00000013523	ANGEL1	7.213707	10.729808	7.530319	6.275736
ENSG00000013561	RNF14	14.242851	17.635158	25.184338	16.856777
ENSG00000013563	DNASE1L1	21.302145	24.846439	13.739863	13.947387
ENSG00000013573	DDX11	82.694564	80.970835	84.19598	97.278535
ENSG00000013583	HEBP1	12.870889	8.104697	9.83515	10.458588
ENSG00000013588	GPRC5A	0.074369	0.085833	0	0
ENSG00000013619	MAMLD1	5.505402	5.957786	7.425161	10.252481
ENSG00000013725	CD6	172.037704	221.017942	76.48888	84.661029
ENSG00000013810	TACC3	120.979279	116.689349	153.412213	147.744688
ENSG00000014123	UFL1	20.793165	22.953475	15.864735	22.962653
ENSG00000014138	POLA2	17.976315	14.486554	47.197202	37.083244
ENSG00000014164	ZC3H3	10.635407	11.090337	12.383245	14.461776
ENSG00000014216	CAPN1	72.761361	78.516048	78.123478	66.892842
ENSG00000014257	ACP3	0	0	0	0
ENSG00000014641	MDH1	119.285743	132.462174	194.829856	212.373814
ENSG00000014824	SLC30A9	29.569011	22.519428	41.330842	35.196619
ENSG00000014914	MTMR11	5.359671	7.661472	0.684248	2.011102
ENSG00000014919	COX15	17.600052	15.327442	19.868317	14.692894
ENSG00000015133	CCDC88C	60.559634	69.785666	37.926541	56.884424
ENSG00000015153	YAF2	30.769226	24.927267	27.101994	23.246246
ENSG00000015171	ZMYND11	24.201494	25.840276	17.094739	18.662833
ENSG00000015285	WAS	139.051617	157.636809	135.278608	128.24903
ENSG00000015413	DPEP1	0	0	0	0
ENSG00000015475	BID	24.460624	28.67572	10.905828	8.096461
ENSG00000015479	MATR3	166.494026	165.354083	268.652228	219.277643
ENSG00000015520	NPC1L1	0.038481	0	0	0.039494
ENSG00000015532	XYLT2	21.243294	21.1888	73.91891	52.574109
ENSG00000015568	RGPD5	4.823053	1.997763	0.681437	1.697971
ENSG00000015592	STMN4	0	0.067385	0	0
ENSG00000015676	NUDCD3	51.302268	53.580814	53.1912	56.195044
ENSG00000016082	ISL1	0	0	0	0
ENSG00000016391	CHDH	13.150695	5.10342	5.356687	8.68992
ENSG00000016402	IL20RA	0	0	0	0
ENSG00000016490	CLCA1	0	0	0	0
ENSG00000016602	CLCA4	0	0	0	0
ENSG00000016864	GLT8D1	42.72571	40.815616	35.847401	35.947504
ENSG00000017260	ATP2C1	45.826007	40.383831	53.017296	65.58909
ENSG00000017427	IGF1	2.713661	3.335055	3.3603	5.449226
ENSG00000017483	SLC38A5	48.886981	44.025849	122.098032	51.487149
ENSG00000017797	RALBP1	33.431794	32.69649	31.083751	32.769104
ENSG00000018189	RUFY3	20.603506	11.977449	8.025167	9.183926
ENSG00000018236	CNTN1	0	0	0	0.039143
ENSG00000018280	SLC11A1	0.957004	0.574957	0.13787	0.430548
ENSG00000018408	WWTR1	0.431162	0.162918	1.102825	0.435725
ENSG00000018510	AGPS	34.581143	30.41487	71.549624	46.265507
ENSG00000018607	ZNF285CP	0	0	0	0
ENSG00000018610	STEEP1	11.775515	12.097081	16.737066	13.923605
ENSG00000018625	ATP1A2	0.030742	0	0	0.021034
ENSG00000018699	TTC27	7.492779	8.042234	18.095899	12.281059
ENSG00000018869	ZNF582	1.268989	0.750703	1.05256	2.081848
ENSG00000019102	VSIG2	0.385736	0.05565	0	0.065981
ENSG00000019144	PHLDB1	0.080178	0.227329	0.724073	0.299966
ENSG00000019169	MARCO	0	0	0	0
ENSG00000019186	CYP24A1	0	0.042768	0	0
ENSG00000019485	PRDM11	0.851324	0.637278	0.88946	0.527085
ENSG00000019505	SYT13	0	0	0	0.012257
ENSG00000019549	SNAI2	0	0.026325	0	0
ENSG00000019582	CD74	815.908371	764.544786	1242.243973	1480.134429
ENSG00000019991	HGF	0	0.028689	0.079063	0
ENSG00000019995	ZRANB1	7.161847	7.787054	5.920193	5.670327
ENSG00000020129	NCDN	18.242292	15.438908	23.300181	13.872514
ENSG00000020181	ADGRA2	1.273986	0.185958	0.167731	0.296615
ENSG00000020219	CCT8L1P	0	0	0	0
ENSG00000020256	ZFP64	4.260878	2.952451	6.585127	4.685244
ENSG00000020426	MNAT1	55.801364	53.98198	50.329118	59.734229
ENSG00000020577	SAMD4A	4.079703	0.650772	1.274743	4.275228
ENSG00000020633	RUNX3	83.868105	102.954416	149.214591	165.453572
ENSG00000020922	MRE11	20.730834	22.981303	33.878686	31.271299
ENSG00000021300	PLEKHB1	9.828545	12.485739	2.963958	3.050569
ENSG00000021355	SERPINB1	77.763792	79.3198	179.329865	109.366914
ENSG00000021461	CYP3A43	0	0	0	0
ENSG00000021488	SLC7A9	0.056439	0	0	0.045706
ENSG00000021574	SPAST	6.49562	7.395665	10.571459	8.492119
ENSG00000021645	NRXN3	0.005333	0.012311	0.006232	0
ENSG00000021762	OSBPL5	0.882197	0.824874	0.814834	0.121306
ENSG00000021776	AQR	12.408874	14.373341	17.509285	15.199939
ENSG00000021826	CPS1	0.064643	0.130564	0.300115	0.253695
ENSG00000021852	C8B	0	0	0	0
ENSG00000022267	FHL1	8.047831	11.230963	6.067535	9.357085
ENSG00000022277	RTF2	97.478462	103.870324	120.689996	128.89337
ENSG00000022355	GABRA1	0	0	0	0
ENSG00000022556	NLRP2	5.721814	21.102767	13.692376	0.8205
ENSG00000022567	SLC45A4	5.599841	5.444624	5.819762	4.107808
ENSG00000022840	RNF10	134.947258	113.614086	115.59089	132.801211
ENSG00000022976	ZNF839	15.703173	11.654627	9.049012	15.36948
ENSG00000023041	ZDHHC6	42.963925	46.236274	37.891291	52.767988
ENSG00000023171	GRAMD1B	18.928898	17.254156	70.274094	63.621716
ENSG00000023191	RNH1	64.641097	68.63858	84.944413	68.325565
