gene_id	gene_name	ada_car_d43	ada_car_d48	car_d43	car_d48
ENSG00000004700	RECQL	1364.09464627213	1262.16538045805	2175.06869397907	1527.78006862786
ENSG00000004766	VPS50	199.323654957218	236.153009394999	254.016706472021	136.423746651463
ENSG00000004776	HSPB6	7.3328839603839	4.65535333530412	6.95658452137221	24.2376272424812
ENSG00000004777	ARHGAP33	1627.91756815349	872.419946917587	409.001520565366	1009.08262139246
ENSG00000004779	NDUFAB1	1696.67878367731	1483.81069719989	4346.3735655516	2604.49150887034
ENSG00000004799	PDK4	0	6.62702300382317	0	0
ENSG00000004809	SLC22A16	0	0	0	0
ENSG00000004838	ZMYND10	112.080181829728	69.8431606729238	19.0026161994935	35.1531612486376
ENSG00000004846	ABCB5	0	0	0	0
ENSG00000004848	ARX	0	0	0	0
ENSG00000004864	SLC25A13	145.783066455416	208.189358633414	314.190855183191	146.841047088892
ENSG00000004866	ST7	22.4119869721265	32.2134281870046	122.419837390049	60.7972522947512
ENSG00000004897	CDC27	1265.41381132273	938.333582358325	1693.83673081687	1308.70758289354
ENSG00000004939	SLC4A1	0	0.625027267388832	0	0.322493141208322
ENSG00000004948	CALCR	0	0	0	0
ENSG00000004961	HCCS	323.110654795551	269.981091356091	581.501912570224	367.907103978646
ENSG00000004975	DVL2	858.859151294408	538.431854846207	556.334421291411	533.313778206165
ENSG00000005001	PRSS22	0	14.3150490850039	0	0
ENSG00000005007	UPF1	830.854854190624	663.227169846144	1131.46411076203	690.852005776401
ENSG00000005020	SKAP2	234.967586562024	77.8476694484227	272.017273039324	189.827337074501
ENSG00000005022	SLC25A5	5902.92469500236	5417.52860998906	10135.2198542807	6975.26367057526
ENSG00000005059	MCUB	3980.97007021144	2980.55166262404	2252.98402553341	1488.97312377738
ENSG00000005073	HOXA11	0	4.17919910159092	0	3.36431175115004
ENSG00000005075	POLR2J	1054.53028886206	947.398229443784	1370.11228482638	999.04700538673
ENSG00000005100	DHX33	246.908972490724	191.851019918259	495.396521225253	243.251867357396
ENSG00000005102	MEOX1	7.43775353356471	12.0527953970748	5.45687626417144	1.4388675130333
ENSG00000005108	THSD7A	0	0	0	0.810748914962323
ENSG00000005156	LIG3	750.452757690295	433.122986668236	854.28291358821	412.659154883978
ENSG00000005175	RPAP3	664.439460712933	697.037069518346	1457.58806658772	758.912899817651
ENSG00000005187	ACSM3	75.8448390732641	66.3450878520073	91.3354471084862	134.383104235018
ENSG00000005189	REXO5	260.273635877845	189.78934791973	278.338699380408	382.470129978978
ENSG00000005194	CIAPIN1	774.477002364628	650.310737900271	1251.17954088413	669.934822726125
ENSG00000005206	SPPL2B	2802.05169481663	1994.36331588672	1334.1859559381	1576.009950414
ENSG00000005238	ATOSB	227.188450187963	340.909313378868	220.114229844416	300.550850696142
ENSG00000005243	COPZ2	123.004867869061	79.0527117314337	198.974783595968	137.867998699889
ENSG00000005249	PRKAR2B	12.1234038771722	15.6371010490853	9.36677733799489	6.08520047209396
ENSG00000005302	MSL3	1179.67851982116	1430.24582934174	859.351906458854	412.011717576491
ENSG00000005339	CREBBP	662.286575660189	713.454479016654	389.360146231229	372.878091612836
ENSG00000005379	TSPOAP1	818.665308507961	959.497544892192	461.494465371534	536.717499352548
ENSG00000005381	MPO	2.37350278553508	0	0.633217945149317	0
ENSG00000005421	PON1	0	0	1.48823048065513	0
ENSG00000005436	GCFC2	345.850279194262	374.010480734214	363.719962244617	259.803195774235
ENSG00000005448	WDR54	2041.52981991384	1631.39970650345	1544.12739269036	2448.88328019899
ENSG00000005469	CROT	244.739040053128	129.542422373572	192.040196198281	115.547729242731
ENSG00000005471	ABCB4	0	0	0	0
ENSG00000005483	KMT2E	1534.24206040868	1139.10960051395	949.598601138393	878.058868960222
ENSG00000005486	RHBDD2	970.444805383386	917.186671263675	789.691129981279	1150.46095117961
ENSG00000005513	SOX8	7.26349137730038	1.99963048106968	2.13435215829568	0.412717882988628
ENSG00000005700	IBTK	648.217773369327	498.118815643394	616.920156991663	423.691932805924
ENSG00000005801	ZNF195	515.937873903784	396.706057198391	407.471399706768	289.578460628107
ENSG00000005810	MYCBP2	1141.95040463649	790.255225574848	904.286536710939	775.664208720978
ENSG00000005812	FBXL3	367.21479907493	369.314527678227	487.231965007352	293.974789029943
ENSG00000005844	ITGAL	11966.1469224412	10397.8661013852	5492.78517769612	7467.60040107219
ENSG00000005882	PDK2	411.495765177968	377.348327677659	312.699468898394	146.322993026088
ENSG00000005884	ITGA3	45.0767666962017	69.6844204214963	79.3295993364381	33.0123162954385
ENSG00000005889	ZFX	241.051992750405	271.19779691222	325.033660559159	156.789970144874
ENSG00000005893	LAMP2	897.717001280611	710.889135442321	849.691592583011	793.20463190065
ENSG00000005961	ITGA2B	4.99219611085512	11.4351740863806	11.2860906644304	22.5424635645618
ENSG00000005981	ASB4	0	0	0	1.6448887148525
ENSG00000006007	GDE1	606.380419341778	643.215166181137	1004.19775300518	558.493197357553
ENSG00000006015	REX1BD	2424.08626708524	2212.11899756432	3392.61830283182	2091.36298358996
ENSG00000006016	CRLF1	103.540081935752	121.752331565848	122.446696789745	71.8640164777184
ENSG00000006025	OSBPL7	410.335775107817	383.252915127389	198.812762273691	345.43915543612
ENSG00000006042	TMEM98	0	13.196328327179	59.6016390871795	18.0200135183327
ENSG00000006047	YBX2	7.07046685902932	7.00672241232205	7.31648645150802	45.3848785594443
ENSG00000006059	KRT33A	0	0	0	0
ENSG00000006062	MAP3K14	488.087796760561	369.041172486217	427.451660653088	407.914375634475
ENSG00000006071	ABCC8	0	0	0	0
ENSG00000006116	CACNG3	0	0	0	0
ENSG00000006118	TMEM132A	2.09316801241419	13.3944931025676	31.309083536464	31.730603878088
ENSG00000006125	AP2B1	1649.9393594279	1398.74215345365	2726.14671438647	1871.77462462617
ENSG00000006128	TAC1	0	0	8.29307926362051	3.20719525428727
ENSG00000006194	ZNF263	509.715322466085	385.116267135868	351.465904632728	271.052030591204
ENSG00000006210	CX3CL1	0	0.742391724827781	0	0.766128679027335
ENSG00000006282	SPATA20	951.270311329366	789.378972291441	673.869284256777	391.089535979023
ENSG00000006283	CACNA1G	0.24237490565026	0.709663604824023	0.979234337060872	0.366167706052992
ENSG00000006327	TNFRSF12A	93.8831991572564	80.4501980208895	63.1348072754438	120.464466235393
ENSG00000006377	DLX6	0	0	0	0
ENSG00000006432	MAP3K9	46.708785030699	43.4300378568019	41.082982985088	49.1809760106694
ENSG00000006451	RALA	1154.83420890675	822.583645652326	1062.23588983884	930.071493005862
ENSG00000006453	BAIAP2L1	21.6298805995271	18.5687068769557	15.8188305942254	24.2211841451557
ENSG00000006459	KDM7A	473.307176563771	366.989811175901	97.2086557561156	183.949103475317
ENSG00000006468	ETV1	1.07726161993841	0.759021867106113	3.95557841673624	3.79416751022442
ENSG00000006530	AGK	1009.07179896722	617.506784447725	1613.38670412843	1259.27345652182
ENSG00000006534	ALDH3B1	5.81556432186493	4.95110378558198	1.99308901437448	1.03178505776657
ENSG00000006555	TTC22	57.4623573046629	47.8226349441084	18.2262883805918	9.31231271750792
ENSG00000006576	PHTF2	653.606769119784	748.562594115671	877.411732015044	796.048612258615
ENSG00000006606	CCL26	0	0	0	0
ENSG00000006607	FARP2	91.3289326602732	132.084794178037	260.276536191521	128.097402192367
ENSG00000006611	USH1C	0	0	0	0
ENSG00000006625	GGCT	959.406086161598	862.445808437689	1906.79981497049	1346.78232742778
ENSG00000006634	DBF4	835.293547823944	803.133785143372	1802.0157799416	1186.82007466132
ENSG00000006638	TBXA2R	24.5137554669885	20.252320307691	4.83317248410171	3.4022929900428
ENSG00000006652	IFRD1	771.494810672518	920.224089143482	1171.89314099994	906.81358101295
ENSG00000006659	LGALS14	12.9148530357641	6.46229590117553	0	0
ENSG00000006695	COX10	395.716849100381	353.02785327175	749.715039454872	406.721865090174
ENSG00000006704	GTF2IRD1	17.3244432508007	4.95984015365887	29.334695583671	20.2573941203843
ENSG00000006712	PAF1	1210.45890419839	914.33721833866	1027.47173842254	1101.92115946758
ENSG00000006715	VPS41	644.792349671066	422.697816556226	879.572359164861	539.213549946917
ENSG00000006740	ARHGAP44	0.58685494369453	0.828691076490805	1.2143300574672	0.89591721132093
ENSG00000006744	ELAC2	1504.03417124105	1263.87216522036	2392.63214577643	1145.27558569907
ENSG00000006747	SCIN	2.62829207805199	0	22.3813603717486	0.501340773738396
ENSG00000006756	ARSD	94.6532238997505	52.5712057702633	180.292703591981	95.956917444561
ENSG00000006757	PNPLA4	210.977308674025	262.94751680737	363.045017555814	148.201597596119
ENSG00000006788	MYH13	0	0	0	0
ENSG00000006831	ADIPOR2	817.119448577985	716.61620166661	899.485389794796	728.147285739298
ENSG00000006837	CDKL3	18.0006049899133	43.1864395327089	10.1198223352276	15.8328306817081
ENSG00000007001	UPP2	0.515696190108331	0	0	0
ENSG00000007038	PRSS21	39.266884835954	44.3736321296744	332.710960617555	54.8435580024414
ENSG00000007047	MARK4	620.81750657746	400.001641406927	433.999416591962	358.454021364551
ENSG00000007062	PROM1	1.25761578460329	0	0	0
ENSG00000007080	CCDC124	1868.55911823708	1685.80297744119	3408.53398154871	2128.58905586857
ENSG00000007129	CEACAM21	1855.19936941136	2028.40974052917	762.004278438861	704.895549557588
ENSG00000007168	PAFAH1B1	1683.60338830252	1449.53147273908	2194.96082617269	1796.15519385352
ENSG00000007171	NOS2	0.868443953839055	1.71084251702569	0	0.882774313106515
ENSG00000007174	DNAH9	0	0	0	0
ENSG00000007202	BLTP2	1185.19293927398	956.897255845552	1451.57399219373	942.166047268725
ENSG00000007216	SLC13A2	0	0	0	0
ENSG00000007237	GAS7	28.2661510783108	4.91717829533418	46.8791432590017	53.457783166336
ENSG00000007255	TRAPPC6A	3150.72784681518	3247.23690368932	890.040021245504	1153.04751600691
ENSG00000007264	MATK	1158.15624763892	739.156297387247	182.320576580897	190.457308415933
ENSG00000007306	CEACAM7	0	0	0	1.03850125244882
ENSG00000007312	CD79B	1451.77252055326	1441.76559541851	654.655416190394	699.725932395611
ENSG00000007314	SCN4A	0.298303638235096	0.447350827287132	0.795823675600389	0.923322373530135
ENSG00000007341	ST7L	236.3107208343	246.438308923686	256.456750858193	203.194224241451
ENSG00000007350	TKTL1	17.4896953778339	12.5177076546079	11.3463080827228	0
ENSG00000007372	PAX6	0	0	0	0.563832263339386
ENSG00000007376	RPUSD1	516.396924654437	438.59680908591	785.725429614962	400.57747332759
ENSG00000007384	RHBDF1	9.65557734812451	2.87606115266082	7.03370302406889	13.1840445565484
ENSG00000007392	LUC7L	1207.9389372445	1173.68053984385	691.311857899143	523.524634965627
ENSG00000007402	CACNA2D2	36.2521597712507	65.7301938846467	4.77695241772235	9.60276883810548
ENSG00000007516	BAIAP3	148.979297535113	204.928564682525	4.46443430236864	7.52314161344695
ENSG00000007520	TSR3	1144.97319265349	1072.56182448786	1720.15405686703	978.857178500779
ENSG00000007541	PIGQ	554.713456179906	366.019386940152	413.328782581034	876.126785725063
ENSG00000007545	CRAMP1	583.876361133447	219.005292741919	516.556421759807	244.318700143734
ENSG00000007866	TEAD3	3.2134064479178	0.454446354659221	2.63706006993316	5.62780445494033
ENSG00000007908	SELE	0	0	0	0
ENSG00000007923	DNAJC11	442.860905571632	445.30110681752	1159.88511922948	619.51756510926
ENSG00000007933	FMO3	0	0	0	0
ENSG00000007944	MYLIP	514.746118361259	470.620143659912	267.475883868548	245.981093423463
ENSG00000007952	NOX1	0	0	0	0
ENSG00000007968	E2F2	353.002757796633	325.694662290699	422.518273855236	254.231899991794
ENSG00000008018	PSMB1	4782.29240347666	3917.84269027617	7885.22082206798	5175.61240789848
ENSG00000008056	SYN1	36.35779724465	14.2512336857012	5.76144642835301	1.19364920949094
ENSG00000008083	JARID2	427.48994928349	324.993446798152	476.910147830717	396.521007535967
ENSG00000008086	CDKL5	3.38313799289265	6.65733420981581	2.51884598441115	2.51646937015526
ENSG00000008118	CAMK1G	0	0	1.09020176122005	0
ENSG00000008128	CDK11A	2923.92869644135	2238.46471287041	1665.97175166289	1113.89408884859
ENSG00000008130	NADK	1365.6650790091	1279.35932890667	2191.76041999894	939.089431822541
ENSG00000008196	TFAP2B	0	0.418724809045363	0	0
ENSG00000008197	TFAP2D	0	0	0	0
ENSG00000008226	DLEC1	30.6095009819306	41.338165519895	3.56605868032074	84.8495087041201
ENSG00000008256	CYTH3	11.7155208777492	24.9359448848683	3.12557855109568	3.02190161881503
ENSG00000008277	ADAM22	35.625476402887	33.2102167416448	17.3416580388063	20.2009819449353
ENSG00000008282	SYPL1	678.090371704857	504.724729453286	552.745734326577	589.440090794097
ENSG00000008283	CYB561	194.538433551937	313.285937501822	17.1250997456926	22.6393852016143
ENSG00000008294	SPAG9	583.710392299543	395.330345308558	519.296688313343	595.374697969911
ENSG00000008300	CELSR3	127.736924982543	55.335068896353	151.066123520578	112.271712292361
ENSG00000008311	AASS	22.96638533325	8.56607541995365	27.8874671805333	4.11521319568226
ENSG00000008323	PLEKHG6	4.79906920588826	3.83848074659245	7.33834331723139	1.32567647334528
ENSG00000008324	SS18L2	977.372391608416	807.315489853067	969.271930911506	617.863856564035
ENSG00000008382	MPND	309.492481949612	291.539343476615	352.463325752177	195.194618793764
ENSG00000008394	MGST1	0	0	0	0
ENSG00000008405	CRY1	255.54052930073	289.588273010998	336.428497896686	174.473652845024
ENSG00000008438	PGLYRP1	7.38092891739156	0	0	12.6922569907632
ENSG00000008441	NFIX	9.83501003252712	3.31981986921583	21.7907107180242	2.67831422246962
ENSG00000008513	ST3GAL1	1749.08917663744	1297.61993468101	1137.73616630054	952.080308584335
ENSG00000008516	MMP25	1634.99164414355	2256.86558835149	813.70850597283	785.176617721433
ENSG00000008517	IL32	170569.622852078	144590.627911058	81195.6559667124	95341.5468980751
ENSG00000008710	PKD1	1263.65444953532	1047.47319272335	1047.52021149098	1019.01500485407
ENSG00000008735	MAPK8IP2	2.95088695986741	2.73956094484027	2.02441329252348	2.60968552048657
ENSG00000008838	MED24	1397.30738018832	1246.47153736351	1868.47187237759	1219.16420678352
ENSG00000008853	RHOBTB2	55.2695414405541	48.2172571336117	92.9721172654444	24.20441295786
ENSG00000008869	HEATR5B	229.097245357902	239.444491501772	166.220809289064	155.1087792398
ENSG00000008952	SEC62	936.82464920791	899.566769437506	1071.72113840195	679.404213341675
ENSG00000008988	RPS20	92204.7342244597	71546.6481880108	52581.8029002733	50970.1253063971
ENSG00000009307	CSDE1	5841.4754509563	5453.80278631758	5808.84716759585	4272.82090112852
ENSG00000009335	UBE3C	680.962318522257	629.834442836376	1052.84643746367	710.993526239106
ENSG00000009413	REV3L	119.342470163353	127.612505448933	232.001021983171	109.695163858856
ENSG00000009694	TENM1	33.5304910266222	33.8580383907165	13.5250986386015	12.3230592773392
ENSG00000009709	PAX7	0	0	0	0
ENSG00000009724	MASP2	172.84799122184	226.0308404753	84.0435759292848	79.4567710630588
ENSG00000009765	IYD	0	0	0	0
ENSG00000009780	FAM76A	234.847128614406	139.032224589756	152.369914781386	102.084441522799
ENSG00000009790	TRAF3IP3	10047.5872613065	10327.9354883374	7327.91067288856	5980.6620333912
ENSG00000009830	POMT2	134.163405121617	198.749735099864	103.054911498741	370.351277758917
ENSG00000009844	VTA1	572.680887880378	524.033388967535	1015.10145371292	630.556885531198
ENSG00000009950	MLXIPL	0	0	2.73294976319226	5.28460304679505
ENSG00000009954	BAZ1B	972.533852331294	735.66325795606	1521.61150155686	925.453279287181
ENSG00000010017	RANBP9	1076.61259067369	959.999376065583	1057.97625553711	876.20875031936
ENSG00000010030	ETV7	43.7051177291428	53.8402186672383	244.442370726798	39.5738648053125
ENSG00000010072	SPRTN	113.840695467464	96.2777474593463	180.547996458895	147.001811174246
ENSG00000010165	METTL13	680.444241841471	693.585827178085	993.906628945863	891.699634054573
ENSG00000010219	DYRK4	971.060277408559	707.901253212981	756.086491135687	563.054979601375
ENSG00000010244	ZNF207	3209.53425987238	2851.81214351966	4091.40305818627	2642.80701354441
ENSG00000010256	UQCRC1	2646.1859705082	1997.11247796704	4861.34516584769	3562.43071304504
ENSG00000010270	STARD3NL	493.550766898739	398.976825519167	1105.86364315495	718.920778198679
ENSG00000010278	CD9	420.405122690374	452.699103217367	1320.107399382	723.355493127018
ENSG00000010282	HHATL	0	0	0	0
ENSG00000010292	NCAPD2	2534.90957543391	2044.54765276958	2701.06856742936	2707.72245114399
ENSG00000010295	IFFO1	641.166862369197	553.094784334151	364.480394161174	307.327008645288
ENSG00000010310	GIPR	805.302360097995	887.225474332187	92.4906584350288	318.890230851262
ENSG00000010318	PHF7	520.365816934044	394.461897105261	186.869469552633	419.625238326998
ENSG00000010319	SEMA3G	0	0.475045557561315	1.77470736775661	0
ENSG00000010322	NISCH	1459.85845866131	1446.32130094128	909.459624365611	913.897487354059
ENSG00000010327	STAB1	3.60872148043048	0.98727611325698	0.521245338930134	0
ENSG00000010361	FUZ	482.044550023894	380.118310696107	310.596441018247	242.754598759169
ENSG00000010379	SLC6A13	0	0	0	0
ENSG00000010404	IDS	1724.16912516482	1442.39204179137	1415.80652882358	1316.11990729473
ENSG00000010438	PRSS3	0	4.19587359091533	0	0
ENSG00000010539	ZNF200	113.565044885676	76.8262017626415	143.765930368973	65.7754193094633
ENSG00000010610	CD4	2859.83024783462	3255.95027782281	2060.32816701154	1844.36618151726
ENSG00000010626	LRRC23	213.642818316003	131.433336071187	84.950741050276	83.3806113091167
ENSG00000010671	BTK	20.339731442331	0	1.39241091637696	0
ENSG00000010704	HFE	24.6442729074691	36.3667951342565	45.3539548053961	26.3578797252034
ENSG00000010803	SCMH1	197.471965966865	163.529843271214	227.362854818711	185.786889793184
ENSG00000010810	FYN	6073.61480982003	4832.92052645782	4110.74834796292	3926.82202420339
ENSG00000010818	HIVEP2	316.240302733478	241.820295801178	119.956112784649	153.02735717001
ENSG00000010932	FMO1	0	0	0	0
ENSG00000011007	ELOA	368.209972161505	291.748861095799	497.960810789307	284.980086702912
ENSG00000011009	LYPLA2	1431.50422942793	1397.37888091024	2050.21409525275	1426.37984908802
ENSG00000011021	CLCN6	130.229042755171	133.797454923952	126.281840369896	115.426509648481
ENSG00000011028	MRC2	64.0279041733176	50.9215621768219	70.8363252085877	109.963116867386
ENSG00000011052	NME1-NME2	244.928813793808	168.093043444773	452.801253519051	250.177846626422
ENSG00000011083	SLC6A7	0	0	0	0
ENSG00000011105	TSPAN9	1.85483738124833	0.558551045321579	0	1.15281165791722
ENSG00000011114	BTBD7	113.337336874201	107.263353366136	85.3410088291547	67.3376293518481
ENSG00000011132	APBA3	1591.77869926115	1317.75145363519	719.936778066815	802.991073223787
ENSG00000011143	MKS1	237.209010509967	202.676355600532	267.433993490605	193.602224474129
ENSG00000011198	ABHD5	143.168340614559	111.760942085026	276.277585254531	205.048608051924
ENSG00000011201	ANOS1	0	2.05958768736383	0	0
ENSG00000011243	AKAP8L	1458.81559897116	1304.87211799336	1071.0219758384	1146.04968503443
ENSG00000011258	MBTD1	267.201298892896	252.275910160319	99.6254406969457	164.797295356564
ENSG00000011260	UTP18	831.47598308074	851.69590708079	1309.96917987744	758.162094870169
ENSG00000011275	RNF216	744.481821557543	641.192275674401	398.688609769309	369.909417766819
ENSG00000011295	TTC19	896.826416203803	737.660427176072	776.141906973237	472.770351751819
ENSG00000011304	PTBP1	3825.30215699931	2749.65983156078	7009.13448103988	4660.44735097598
ENSG00000011332	DPF1	9.07276667891438	7.13382104637458	25.946787891241	7.45553578019424
ENSG00000011347	SYT7	0	0	0	0
ENSG00000011376	LARS2	180.698081576095	118.614866750095	520.633019421302	181.810458654858
ENSG00000011405	PIK3C2A	139.164739245073	110.886351815847	97.085976792141	262.185071059005
ENSG00000011422	PLAUR	242.398940927101	150.836964784607	380.656648794876	299.938634811917
ENSG00000011426	ANLN	283.840467988658	211.992006966778	602.208779887966	388.820118356361
ENSG00000011451	WIZ	340.497297964055	316.561166416209	377.951657118748	227.010236572931
ENSG00000011454	RABGAP1	269.693800615634	206.315363333877	248.45837694877	162.645488338481
ENSG00000011465	DCN	0.842796086539281	0	0	1.38405718861489
ENSG00000011478	QPCTL	235.856635838394	152.697323367477	253.015030861062	226.589200644229
ENSG00000011485	PPP5C	1640.98057473809	1362.15887821398	2527.31959904801	1462.59982382358
ENSG00000011523	CEP68	296.962116553279	292.289318546322	77.8945266233284	139.720298174081
ENSG00000011566	MAP4K3	122.856995883641	104.395540764045	80.415873874726	67.5344833339142
ENSG00000011590	ZBTB32	774.543553716903	451.144561864235	2879.66538862815	2282.06965968259
ENSG00000011600	TYROBP	12.4281834739171	8.28378429815973	0	14.3090650640563
ENSG00000011638	LDAF1	396.81069736504	293.145416097287	223.82872820104	285.622737756718
ENSG00000011677	GABRA3	0	0	0	0
ENSG00000012048	BRCA1	458.236878807868	274.925033093732	622.570448985241	592.859425163176
ENSG00000012061	ERCC1	1171.40296155247	1035.09041095643	1224.63918129829	722.399786343497
ENSG00000012124	CD22	43.4859334100929	1.21335735415014	9.86343078094536	25.347439814904
ENSG00000012171	SEMA3B	37.4715597216438	27.7632686338921	9.45116587838137	41.6609223028235
ENSG00000012174	MBTPS2	142.003589563053	75.8210537898161	148.516818182116	131.850597055147
ENSG00000012211	PRICKLE3	255.503311736804	308.032054259159	313.177865429975	279.498571775821
ENSG00000012223	LTF	0.599371717256995	0	4.94853465773254	0
ENSG00000012232	EXTL3	181.913821202113	168.584386541767	224.893964045049	151.460766161554
ENSG00000012504	NR1H4	0	0	0	0
ENSG00000012660	ELOVL5	2420.28498182667	2438.55002578341	2370.83159362475	2269.99235909227
ENSG00000012779	ALOX5	96.8920881802987	67.4265127440826	6.88956459192954	22.9008729077922
ENSG00000012817	KDM5D	930.749764982239	0.253110765476214	0	396.775547454543
ENSG00000012822	CALCOCO1	1896.20869663324	2021.06757706033	343.307917162707	593.303851976805
ENSG00000012963	UBR7	696.606544901509	532.215596356659	1048.74501414293	764.902105024373
ENSG00000012983	MAP4K5	535.254864641694	424.566379342619	276.191653876564	226.77125197882
ENSG00000013016	EHD3	15.0242749361377	14.03626137985	27.5982552631756	13.9767485231547
ENSG00000013275	PSMC4	2107.65012419936	1541.59549692146	3998.33762262354	2168.62079917629
ENSG00000013288	MAN2B2	631.516916289342	530.988535765271	312.503996052213	276.469104788283
ENSG00000013293	SLC7A14	0	0	0	0
ENSG00000013297	CLDN11	0	0	0	1.44963658381692
ENSG00000013306	SLC25A39	2389.80530717502	1680.40882449179	3109.24791919862	1827.77457523174
ENSG00000013364	MVP	3543.14981525445	2842.99830115329	3664.13242380929	2122.77344885486
ENSG00000013374	NUB1	1774.63931583607	1545.42426566496	2164.19540587273	1065.04016063989
ENSG00000013375	PGM3	184.183427088078	224.937597095445	152.699661249721	151.482921884242
ENSG00000013392	RWDD2A	29.7795800223891	45.1405921180281	12.3017453189212	21.8051682040841
ENSG00000013441	CLK1	3252.16449647226	3741.65061232719	1724.02325975558	1820.38859452521
ENSG00000013503	POLR3B	65.6897170362949	54.8741700464898	94.1694527331994	40.7933752242121
ENSG00000013523	ANGEL1	184.646906063324	237.917644878914	176.031199184098	121.118002156442
